,blueWins,league,season,blueTeam,redTeam,blueTopChamp,redTopChamp,blueJungleChamp,redJungleChamp,blueMiddleChamp,redMiddleChamp,blueADCChamp,redADCChamp,blueSupportChamp,redSupportChamp,golddiffTeam20,golddiffTop20,golddiffJungle20,golddiffMiddle20,golddiffADC20,golddiffSupport20,rKills20,bKills20,rTowers20,bTowers20,rInhibs20,bInhibs20
5913,1,LJL,2016 Spring,DFM,BE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3546,1087,863,315,709,572,2,3,3,5,0,0
5914,0,LJL,2016 Spring,BE,DFM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8137,-1459,-1848,-1776,-1735,-1319,5,0,5,1,1,0
5915,0,LJL,2016 Spring,CRJ,DFM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3995,-417,-578,-1330,-1058,-612,2,0,3,0,0,0
5916,1,LJL,2016 Spring,DFM,CRJ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1608,-490,989,-77,1012,174,2,8,3,3,0,0
5917,1,LJL,2016 Spring,7h,BE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3062,-502,-585,-1024,-509,-442,3,2,6,3,0,0
5918,0,LJL,2016 Spring,BE,7h,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2442,-521,140,-549,-910,-602,4,1,4,3,0,0
5919,0,LJL,2016 Spring,RPG,USG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3025,-581,-789,-1624,110,-141,1,1,3,2,0,0
5920,1,LJL,2016 Spring,USG,RPG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4934,1485,768,1492,358,831,5,10,1,3,0,0
5921,1,LJL,2016 Spring,DFM,RPG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4815,-390,1402,1993,843,967,1,5,2,4,0,0
5922,0,LJL,2016 Spring,RPG,DFM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2704,-1018,-630,-787,-137,-132,1,1,3,3,0,0
5923,1,LJL,2016 Spring,DFM,RPG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9619,2909,2872,2225,1079,534,3,14,2,5,0,0
5924,0,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4264,-971,-1765,-405,-649,-474,8,1,2,2,0,0
5925,1,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,303,-242,328,-333,120,430,1,0,2,2,0,0
5926,1,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7543,1519,2359,2508,1060,97,1,13,2,5,0,0
5927,1,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3118,353,-375,-762,-1565,-769,1,0,4,1,0,0
5928,1,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4801,938,921,1022,1615,305,0,2,2,3,0,0
5929,1,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1434,994,-1179,-280,-528,-441,4,1,2,2,0,0
5930,1,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4963,1174,1827,464,269,1229,2,4,1,4,0,0
5931,0,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-781,484,-634,204,-257,-578,3,1,1,1,0,0
5932,0,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2157,-308,-329,702,-1775,-447,5,2,2,1,0,0
5933,0,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,180,-324,145,125,-57,291,1,3,1,2,0,0
5934,0,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3432,-1726,-191,-1761,178,68,2,0,3,3,0,0
5935,1,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3305,517,719,600,653,816,1,2,1,1,0,0
5936,0,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2945,-584,-814,-66,-1261,-220,3,2,2,0,0,0
5937,1,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2239,-1554,-1839,317,296,541,5,2,3,3,0,0
5938,0,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4244,-812,-1593,-1152,-340,-347,7,1,5,1,0,0
5939,1,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1523,350,1246,315,-611,223,2,2,1,1,0,0
5940,0,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4397,-319,-1484,-1014,-1036,-544,8,2,2,1,0,0
5941,0,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1650,204,-1237,-725,-220,328,8,4,2,2,0,0
5942,0,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4967,-444,-1740,-782,-1426,-575,10,5,4,2,0,0
5943,0,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2610,-537,-1658,-227,290,-478,6,1,3,1,0,0
5944,0,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-190,-482,33,180,-212,291,5,4,0,0,0,0
5945,0,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4118,-978,24,-904,-1843,-417,9,1,1,1,0,0
5946,0,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-928,-558,-466,-400,243,253,3,5,1,1,0,0
5947,0,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-976,-111,-513,-610,316,-58,2,2,1,1,0,0
5948,1,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-541,-1027,1015,-1375,532,314,4,5,3,0,0,0
5949,0,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8259,-1934,-2891,-1046,-1924,-464,7,0,5,0,0,0
5950,1,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1071,520,-479,660,-49,419,4,8,3,3,0,0
5951,1,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11024,510,2311,2861,3324,2018,3,15,0,7,0,0
5952,0,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1138,976,-1053,-239,-705,-117,5,5,2,3,0,0
5953,1,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,835,-101,-255,736,499,-44,1,5,2,2,0,0
5954,1,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5652,2795,1085,375,899,498,2,7,0,4,0,0
5955,1,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1391,-1147,-611,401,405,-439,4,2,3,3,0,0
5956,1,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1374,-31,0,-103,-881,-359,2,0,2,3,0,0
5957,1,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-302,-734,340,-256,327,21,3,0,0,0,0,0
5958,0,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3378,-894,-514,-420,-980,-570,3,0,1,0,0,0
5959,1,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,-329,-1031,-277,1242,455,0,0,0,1,0,0
5960,0,LJL,2016 Summer,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,236,-739,273,163,549,-10,3,4,1,2,0,0
5961,0,LJL,2017 Spring,RPG,DFM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1599,-192,10,-1245,143,-315,4,1,2,1,0,0
5962,1,LJL,2017 Spring,DFM,RPG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1249,-184,76,1507,-318,168,1,6,1,3,0,0
5963,0,LJL,2017 Spring,SZ,RJ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3958,-208,-1560,344,-1690,-844,7,2,2,0,0,0
5964,0,LJL,2017 Spring,RJ,SZ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,621,281,643,-1086,-2,785,12,7,1,2,0,0
5965,0,LJL,2017 Spring,SZ,RJ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,107,-909,-514,-1207,2173,564,12,9,4,3,0,0
5966,0,LJL,2017 Spring,7h,USG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6465,-2099,-1971,-1377,-466,-552,6,1,3,1,0,0
5967,1,LJL,2017 Spring,USG,7h,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4775,1691,1492,1302,344,-54,2,7,0,3,0,0
5968,1,LJL,2017 Spring,SZ,7h,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,741,-437,162,1003,-159,172,7,11,0,0,0,0
5969,1,LJL,2017 Spring,7h,SZ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3013,1383,2246,-1325,559,150,6,9,2,3,0,0
5970,1,LJL,2017 Spring,SZ,7h,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1339,2009,-808,115,48,-25,4,3,0,3,0,0
5971,0,LJL,2017 Spring,RJ,RPG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9711,-1355,-1912,-1537,-2721,-2186,12,3,7,2,1,0
5972,1,LJL,2017 Spring,RPG,RJ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8771,2055,1414,2009,2196,1097,2,15,0,4,0,0
5973,0,LJL,2017 Spring,USG,DFM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,286,-130,1126,-31,-765,86,5,6,1,1,0,0
5974,1,LJL,2017 Spring,DFM,USG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2370,1459,168,-331,374,700,7,9,1,1,0,0
5975,0,LJL,2017 Spring,RJ,USG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-7649,-273,-2496,-1908,-2207,-765,6,2,4,0,0,0
5976,0,LJL,2017 Spring,RJ,USG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2594,-190,-636,-747,-1037,16,1,4,3,0,0,0
5977,1,LJL,2017 Spring,DFM,7h,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4465,389,690,155,2150,1081,3,6,0,1,0,0
5978,1,LJL,2017 Spring,7h,DFM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2318,-266,19,-149,-1779,-143,2,0,2,0,0,0
5979,1,LJL,2017 Spring,DFM,7h,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4838,314,1380,1103,779,1262,0,7,0,2,0,0
5980,1,LJL,2017 Spring,RPG,SZ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3221,1105,606,38,754,718,2,4,0,2,0,0
5981,0,LJL,2017 Spring,SZ,RPG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3072,298,71,-131,-1844,-1466,7,4,2,1,0,0
5982,1,LJL,2017 Spring,DFM,SZ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1059,485,-37,-281,734,158,2,3,0,2,0,0
5983,0,LJL,2017 Spring,SZ,DFM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1036,375,-245,-334,-454,-378,11,6,0,0,0,0
5984,1,LJL,2017 Spring,RPG,USG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2879,-805,-1166,-888,350,-370,5,1,2,2,0,0
5985,0,LJL,2017 Spring,USG,RPG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-673,-350,-1261,849,-218,307,6,4,1,1,0,0
5986,1,LJL,2017 Spring,7h,RJ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1285,978,-176,-1330,-317,-440,4,4,3,2,0,0
5987,0,LJL,2017 Spring,RJ,7h,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2168,-81,424,380,1071,374,2,1,0,2,0,0
5988,0,LJL,2017 Spring,7h,RPG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4453,-891,-1071,-452,-1351,-688,8,1,3,1,0,0
5989,1,LJL,2017 Spring,RPG,7h,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7719,370,2105,856,2511,1877,2,12,0,6,0,0
5990,1,LJL,2017 Spring,USG,SZ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10425,1301,1385,2106,2906,2727,0,9,0,4,0,0
5991,0,LJL,2017 Spring,SZ,USG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8310,-3017,-1321,-665,-2025,-1282,14,3,3,0,0,0
5992,0,LJL,2017 Spring,RJ,DFM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2792,-1098,24,-1072,50,-696,3,1,2,0,0,0
5993,1,LJL,2017 Spring,DFM,RJ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5485,819,925,1342,1730,669,2,5,0,3,0,0
5994,1,LJL,2017 Spring,USG,7h,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5924,1236,2511,1324,36,817,0,4,0,2,0,0
5995,0,LJL,2017 Spring,7h,USG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-986,-535,35,-763,323,-46,3,5,1,0,0,0
5996,1,LJL,2017 Spring,RJ,SZ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2873,670,1969,-173,98,309,4,6,0,1,0,0
5997,0,LJL,2017 Spring,SZ,RJ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6153,-1037,-2164,-929,-1377,-646,8,3,4,0,0,0
5998,1,LJL,2017 Spring,DFM,RPG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3989,437,-832,-890,-2016,-688,6,3,2,0,0,0
5999,1,LJL,2017 Spring,RPG,DFM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,744,342,1464,-359,-181,-522,1,2,2,2,0,0
6000,0,LJL,2017 Spring,DFM,RPG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1790,312,-262,-410,2087,63,4,4,0,1,0,0
6001,1,LJL,2017 Spring,RPG,RJ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-513,-540,640,-248,-100,-265,7,7,2,1,0,0
6002,0,LJL,2017 Spring,RJ,RPG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3177,-630,-579,-317,-992,-659,3,2,1,0,0,0
6003,0,LJL,2017 Spring,DFM,USG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1263,-110,-678,-1337,379,483,3,2,1,1,0,0
6004,0,LJL,2017 Spring,USG,DFM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-236,148,400,-224,-162,-398,6,5,0,0,0,0
6005,0,LJL,2017 Spring,DFM,USG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2908,1746,103,38,815,206,2,4,1,4,0,0
6006,1,LJL,2017 Spring,7h,SZ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2494,473,1028,177,385,431,3,3,0,1,0,0
6007,0,LJL,2017 Spring,SZ,7h,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-5051,-57,-1081,-1782,-1718,-413,8,3,3,2,0,0
6008,0,LJL,2017 Spring,SZ,DFM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1950,-717,66,-480,-352,-467,6,3,2,2,0,0
6009,1,LJL,2017 Spring,DFM,SZ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8271,1356,1627,1049,2385,1854,1,10,0,3,0,0
6010,1,LJL,2017 Spring,USG,RPG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,640,96,-510,-294,650,698,6,3,1,2,0,0
6011,1,LJL,2017 Spring,RPG,USG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3691,656,1240,747,527,521,7,9,1,3,0,0
6012,1,LJL,2017 Spring,USG,RPG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2412,456,461,1041,74,380,2,4,0,2,0,0
6013,1,LJL,2017 Spring,RJ,7h,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1185,1183,-78,-569,-1569,-152,6,3,1,1,0,0
6014,1,LJL,2017 Spring,7h,RJ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1230,-633,-10,-498,125,-214,3,0,0,0,0,0
6015,1,LJL,2017 Spring,RJ,7h,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,776,1084,-591,437,-350,196,2,5,2,2,0,0
6016,0,LJL,2017 Spring,RJ,USG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-84,1195,-480,-645,-161,7,3,5,1,1,0,0
6017,1,LJL,2017 Spring,USG,RJ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6545,39,793,2793,2024,896,0,5,0,3,0,0
6018,0,LJL,2017 Spring,7h,DFM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3243,-1250,-21,-958,-546,-468,3,2,3,1,0,0
6019,1,LJL,2017 Spring,DFM,7h,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4344,17,1860,897,416,1154,3,7,0,4,0,0
6020,1,LJL,2017 Spring,DFM,RJ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2232,-1529,-463,-29,-280,69,5,1,1,1,0,0
6021,1,LJL,2017 Spring,RJ,DFM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-402,873,420,-260,-809,-626,2,1,1,1,0,0
6022,1,LJL,2017 Spring,DFM,RJ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4511,1198,493,1489,800,531,3,4,0,3,0,0
6023,1,LJL,2017 Spring,RPG,7h,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8931,1996,2404,2349,1068,1114,1,9,1,5,0,0
6024,1,LJL,2017 Spring,7h,RPG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2632,58,869,1066,426,213,2,8,1,2,0,0
6025,1,LJL,2017 Spring,RPG,7h,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5100,2680,2305,209,-374,280,3,7,0,2,0,0
6026,0,LJL,2017 Spring,SZ,USG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2892,-369,-67,-452,-1899,-105,8,6,4,1,0,0
6027,0,LJL,2017 Spring,USG,SZ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3287,-122,-183,-1460,-1609,87,9,4,3,2,0,0
6028,0,LJL,2017 Spring,SZ,USG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-5371,-1662,-710,-296,-1301,-1402,10,6,3,0,0,0
6029,1,LJL,2017 Spring,RPG,USG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2630,266,308,-308,1826,538,2,4,0,2,0,0
6030,1,LJL,2017 Spring,USG,RPG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3889,847,878,1381,428,355,3,8,1,4,0,0
6031,0,LJL,2017 Spring,RPG,USG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1841,1966,171,-355,244,-185,4,2,0,3,0,0
6032,0,LJL,2017 Spring,USG,RPG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-503,539,-656,817,-944,-259,4,2,1,1,0,0
6033,1,LJL,2017 Spring,RPG,USG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-559,-11,-233,-135,-101,-79,3,2,0,0,0,0
6034,0,LJL,2017 Spring,DFM,RPG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3443,-862,-1387,-146,-944,-104,5,5,2,1,0,0
6035,1,LJL,2017 Spring,RPG,DFM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-123,615,-293,86,-444,-87,4,5,1,1,0,0
6036,0,LJL,2017 Spring,DFM,RPG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2461,-802,-1196,-37,-167,-259,5,3,2,2,0,0
6037,1,LJL,2017 Summer,RPG,BC,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,914,-226,159,-138,283,836,4,4,1,1,0,0
6038,1,LJL,2017 Summer,RPG,BC,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2182,156,948,-624,1070,632,3,2,0,2,0,0
6039,1,LJL,2017 Summer,DFM,7h,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3360,1306,-291,-399,2074,670,4,8,1,2,0,0
6040,0,LJL,2017 Summer,7h,DFM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4796,-1614,232,-404,-2453,-557,9,9,3,1,0,0
6041,0,LJL,2017 Summer,USG,RJ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-98,-804,-755,1063,392,6,5,0,0,0,0,0
6042,0,LJL,2017 Summer,RJ,USG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2813,-174,-73,-1805,424,-1185,9,9,2,0,0,0
6043,1,LJL,2017 Summer,USG,RJ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1311,708,-1729,353,-547,-96,8,4,3,2,0,0
6044,1,LJL,2017 Summer,BC,7h,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-5050,219,-1458,-1435,-1588,-788,8,2,3,0,0,0
6045,1,LJL,2017 Summer,7h,BC,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2979,-1432,1701,849,1008,853,1,5,1,3,0,0
6046,0,LJL,2017 Summer,BC,7h,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2009,690,-1853,-304,-355,-187,6,2,2,1,0,0
6047,0,LJL,2017 Summer,RJ,RPG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-5252,-993,-702,-552,-1622,-1383,5,2,2,0,0,0
6048,1,LJL,2017 Summer,RPG,RJ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1132,-825,-360,-1050,663,440,5,1,1,1,0,0
6049,1,LJL,2017 Summer,USG,DFM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,963,-574,-209,1388,-148,506,0,2,1,1,0,0
6050,1,LJL,2017 Summer,DFM,USG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1372,988,-122,-58,238,326,1,1,0,1,0,0
6051,0,LJL,2017 Summer,USG,DFM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1538,415,337,-248,-1404,-638,6,3,1,0,0,0
6052,1,LJL,2017 Summer,RPG,7h,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2225,502,103,110,946,564,0,2,1,1,0,0
6053,0,LJL,2017 Summer,7h,RPG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2438,-916,-20,-844,-731,73,4,6,3,1,0,0
6054,1,LJL,2017 Summer,USG,BC,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6109,746,873,823,1654,2013,2,3,1,4,0,0
6055,0,LJL,2017 Summer,BC,USG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3945,-720,-386,-2057,15,-797,5,5,4,1,0,0
6056,0,LJL,2017 Summer,RJ,DFM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1840,-39,-310,-899,-501,-91,5,3,3,0,0,0
6057,1,LJL,2017 Summer,DFM,RJ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,302,867,-304,-600,78,261,7,4,0,1,0,0
6058,0,LJL,2017 Summer,BC,DFM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9980,-4035,-2678,-1494,-1161,-612,11,3,5,0,0,0
6059,0,LJL,2017 Summer,DFM,BC,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2420,-249,-1089,-1286,-483,687,3,2,2,1,0,0
6060,0,LJL,2017 Summer,BC,DFM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1130,-136,813,-1289,-363,-155,4,4,3,2,0,0
6061,0,LJL,2017 Summer,USG,RPG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1054,583,975,-369,-362,227,3,1,2,2,0,0
6062,0,LJL,2017 Summer,USG,RPG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4306,-389,1790,1282,317,1306,0,4,2,3,0,0
6063,0,LJL,2017 Summer,7h,RJ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1126,649,-332,68,550,191,0,2,1,2,0,0
